Status,Nombre linea,Nombre Variedad,Ciclo,Pedigree,Genealogia,CRIADERO,Origen,grupo
Linea,V00948,,Long,T141   //  BGTTE 19,CVR020-0V-020V-020V-0VV-020V-3V-0V   ,INTA,CRIADERO,3
Linea,V00951,,Long,PI COLIBRÍ / PARULA ,CVR020-0V-020V-020V-0VV-020V-14V-0V                     ,INTA,BORDENAVE,3
Linea,V00952,,Long,PI COLIBRÍ / PARULA    ,CVR020-0V-020V-020V-0VV-020V-29V-0V,INTA,CRIADERO,3
Linea,V00953,,Long,PI COLIBRÍ / PARULA   ,CVR020-0V-020V-020V-0VV-020V-31V-0V,INTA,CRIADERO,3
Linea,V00957,,Intermediate,B.CHARRÚA/PI COLIBRÍ                                                                                                                                        ,CVR002-0V-020V-020V-020V-0VV-6V-0V,INTA,CRIADERO,3
Linea,V00968,,Intermediate,PI COLIBRÍ *2 / TONICHI 81 ,,INTA,BORDENAVE,3
Linea,V00969,,Intermediate,PI COLIBRÍ*2 / PARULA ,,INTA,BORDENAVE,3
Linea,V00971,,Intermediate,INCHIM/BPND ,Bw 5109-0W-1V-3B-3W-0W-3v,INTA,BORDENAVE,3
Linea,V00972,,Intermediate,INCHIM/BPND                                                                                                                                                    ,BW 5109-0W-1V-3B-3W-0W-4V,INTA,CRIADERO,3
Linea,V00976,,Intermediate,"YANGMAI1/GEN//PBRED""S""/3/BIB3001 ",Bw 5177-0W-1V-2B-0-0-5v,INTA,BORDENAVE,3
Linea,V00977,,Long,"PINTO/BIB2001""S"" ",Bw 5211-0W-5V-2B-0-0-3v,INTA,BORDENAVE,3
Linea,V00979,,Long,JAGGER/W95056 ,Bw 5119-0W-2V-1B-0-0-2v,INTA,BORDENAVE,3
Linea,V00980,,Intermediate,BIB3001/PINTO                                                                                                                                                     ,BW 5123-0W-1V-1B-0-0-5V,INTA,CRIADERO,3
Linea,V00983,,Intermediate,CCTP -F7- 9496/05 -34,,INTA,BORDENAVE,3
Linea,V00984,,Long,JAGGER/BIB3001           ,BW 5116-0W-2V-2B-2-0-4V,INTA,CRIADERO,3
Linea,V01001,,Intermediate,PI HUENPAN*2/TUKURU (BC1-F7),,INTA,BORDENAVE,3
Linea,V01015,,Long,V00833/W01044   ,Bw:6328-0-4V-2B-0W-0W-2V,INTA,CRIADERO,3
Linea,W08033,,Intermediate,B10/W99008,Bw 5252-0-5B-0V-3-2-0/08,INTA,BARROW,3
Linea,W09034,,Long,B10/W99015,Bw 6382-0-2-7-0-0/09,INTA,BARROW,3
Linea,W09035,,Intermediate,B10/W99015,Bw 6382-0-2-9-0-0/09,INTA,BARROW,3
Linea,W10017,,Long,W03006/3/3080 2-231/X86035-BB-18//OGALLALA,BW 6617-0-15-0-0-0/10,INTA,CRIADERO,3
Linea,W10021,,Short,PJN/BOW//OPATA/3/CROC_1/AE.SQ.(224)//OPATA/4/W03001,Bw 6661-0-32-0-0-0/10,INTA,BARROW,3
Linea,W10024,,Long,"B12702/3/CMH77A,917/2*CMH76,440//PERQUENCO",Bw 6697-0-17-0-0-0/10,INTA,BARROW,3
Linea,W10025,,Intermediate,"KIRCHAUFF#O.AUS/4/SNB""s""//TX71A1039*3/AMI/3/PIFED",Apg 29154-0-0-0-0-1/10,INTA,BARROW,3
Linea,W10029,,Intermediate,W01039/4/VEE/PJN//2*TIU/3/PASTOR,Bw 6579-0-4-4-0-0/10,INTA,BARROW,3
Linea,W10032,,Long,B07902/INCH,Bw 6690-0-3V-2B-1-1/10,INTA,BARROW,3
Linea,W10036,,Intermediate,W01041/W01006,Bw 6588-0-7B-0V-1-1/10,INTA,BARROW,3
Linea,W10043,,Intermediate,JAGGER/CCF3NS,24-0P-0-0W/10,INTA,CRIADERO,3
Linea,W11008,,Intermediate,JAGGER/CCF3NS,20-0P-0-0W/11,INTA,BARROW,3
Linea,W11009,,Short,JAGGER/CCF3NS,28-0P-0-0W/11,INTA,BARROW,3
Linea,W11022,,Short,BERKUT//PBW343*2/KUKUNA,Sel2009T-0W-1W/11,INTA,BARROW,3
Linea,W11029,,Short,"PBW343/PASTOR*2//K6295,4A",Sel2009T-0W-1W/11,INTA,BARROW,3
Linea,W11036,,Short,ISENGRAIN/3/CROC_1/AE.SQ.(205)//KAUZ,CMSA05WM00143S-040ZTY-040ZTM-040SY-18ZTM-0Y-0W-0W/11,INTA,CRIADERO,3
Linea,W11041,,Short,PREMIO/5/TUI//2*SUNCO/SA1166/3/TUI/4/FINSI,CMSA07WM00088S-050Y-4ZTM-0Y-0W-0W/11,INTA,BARROW,3
Linea,W11044,,Long,W03018/B16401,Bw 6823-0W-4V-0B-0-1/11,INTA,BARROW,3
Linea,W11051,,Long,B16099/KLCST,Bw 6923-0-2-0-0-3/11,INTA,BARROW,3
Linea,W11072,,Long,2180*K/2163//W1062A*HVA114/W3416,KS980554-12-9-0W/11,INTA,CRIADERO,3
Linea,W11074,,,,,INTA,CRIADERO,3
Linea,W12046,,Intermediate,W05046/8/HXL8088*2/7/TIBA63//IN*2/KR/TOB/CNO67/4/NAR59/3/FN/K58//N/6/KLRE.E/3/INIA66/BB//9/SNOG,BW 6989-F-3-0-0-3/12,INTA,CRIADERO,3
Linea,W12047,,Short,W05046/8/HXL8088*2/7/TIBA63//IN*2/KR/TOB/CNO67/4/NAR59/3/FN/K58//N/6/KLRE.E/3/INIA66/BB//9/SNOG,BW 6989-F-3-0-0-4/12,INTA,CRIADERO,3
Linea,W12070,,Short,FASAN/2*TEPOCA/3/CHEN/AE.SQ.(TAUS)//BCN/4/ACDA,BW 7019-0-10-0-0-1/12,INTA,CRIADERO,3
Linea,W12242,,Intermediate,W06010/B9//W06010/ACA601,BW 7502-B-0-0-4/12,INTA,CRIADERO,3
Linea,W12248,,Long,ACA901/SNOG,AI:30613-0-2-0-3/12,INTA,CRIADERO,3
Linea,W12252,,Long,ACDA/W99024/5/FASAN/2*TEPOCA/3/CHEN/AE.SQ.(TAUS)//BCN/4/B20,BW 7806-A-2-0-3/12,INTA,CRIADERO,3
Linea,YAGAN INTA,,Long,,,INTA,PM-2012 - 266,3
Variedad,,55 CL 2,Short,Pedigri Cerrado,,BUCK,CRIADERO,3
Variedad,,75 ANIVERSARIO     ,Short,Pedigri Cerrado,,BUCK,CRIADERO,3
Variedad,,ACA 1801 F,Long,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 1901 F,Long,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 201,Long,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 202,Long,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 223,Long,3031.83/32.83=5792                     ,,ACA,CRIADERO,3
Variedad,,ACA 301,Intermediate,L.CIMMYT/CONA                          ,,ACA,CRIADERO,3
Variedad,,ACA 302,Intermediate,BPON//BÑDU/157.69                      ,,ACA,CRIADERO,3
Variedad,,ACA 303,Intermediate,BPON//BÑDU/157.69                      ,,ACA,CRIADERO,3
Variedad,,ACA 303 P,Long,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 304,Intermediate,BPON//BÑDU/157.69                      ,,ACA,CRIADERO,3
Variedad,,ACA 307,Long,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 315,Intermediate,BPON//BÑDU/157.69                      ,,ACA,CRIADERO,3
Variedad,,ACA 320,Intermediate,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 356,Intermediate,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 360,Intermediate,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 601,Intermediate,BPON//BÑDU/157.69                      ,,ACA,CRIADERO,3
Variedad,,ACA 602,Intermediate,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 801,Short,CMH77A.917//KLIM/BÑDU/3/COCAL          ,,ACA,CRIADERO,3
Variedad,,ACA 802,Short,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 901,Short,RAYON//VEE/TRAP#1  ,,ACA,CRIADERO,3
Variedad,,ACA 903 B,Short,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 905 PA,Short,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 906,Short,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 907,Short,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 908,Short,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 909,Short,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,ACA 910,Short,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,AGP 127,Intermediate,Pedigri Cerrado,,BUCK,CRIADERO,3
Variedad,,AGP FAST,Short,Pedigri Cerrado,,BUCK,CRIADERO,3
Variedad,,ALGARROBO,Long,Pedigri Cerrado,,DON MARIO,CRIADERO,3
Variedad,,ALHAMBRA,Long,Pedigri Cerrado,,LIMAGRAIN,CRIADERO,3
Variedad,,ALICIA INTA,Intermediate,Pedigri Cerrado,,INTA,PM-2012 - 1083,3
Variedad,,AMANCAY,Long,Pedigri Cerrado,,BUCK,CRIADERO,3
Variedad,,ANDREIA,Intermediate,Pedigri Cerrado,,QUILMES,PM-2012 - 1084,3
Variedad,,AREX,Short,Pedigri Cerrado,,DON MARIO,CRIADERO,3
Variedad,,ATLAX,Short,Pedigri Cerrado,,DON MARIO,CRIADERO,3
Variedad,,AVELINO,Long,Pedigri Cerrado,,MERCOSEED,CRIADERO,3
Variedad,,B CARILÓ,Long,TGBB/CANDEF/3/BERK*GDOV516//MTTE,,INTA,CRIADERO,3
Variedad,,B QUILLÉN,Long,,Pedigri Cerrado,INTA,CRIADERO,3
Variedad,,BAGUETTE 10,Intermediate,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 11,Intermediate,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 12,Long,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 13,Short,VDH159-90/H92172,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 17,Intermediate,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 18,Intermediate,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 19,Intermediate,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 20,Long,TREMIE/SIDERAL,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 21,Long,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 30,Long,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 31,Long,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 501,Short,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 560 CL,Short,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 601,Intermediate,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 701 ,Intermediate,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 801,Long,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 802,Long,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE 9,Short,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE SUR 15,Intermediate,BARODEUR/BEREY                         ,,NIDERA,CRIADERO,3
Variedad,,BAGUETTE SUR 5,Intermediate,SIDERAL/ARCHE,,NIDERA,CRIADERO,3
Variedad,,BASILIO,Long,Pedigri Cerrado,,BIOCERES,CRIADERO,3
Variedad,,BELLACO,Long,Pedigri Cerrado,,BUCK,CRIADERO,3
Variedad,,BIOINTA 1000  ,Short,ALAMO/PLATANO//LPI/ALAMOS’S’,,INTA,CRIADERO,3
Variedad,,BIOINTA 1001     ,Short,K4500.4/BUC’S’/TAN’S’,,INTA,CRIADERO,3
Variedad,,BIOINTA 1002,Short,HAIL/5/PIDAL/4/CNO67/MED//MON’S’/3/BOW’S’,,INTA,CRIADERO,3
Variedad,,BIOINTA 1003   ,Short,93ADV1/3/TZPP/SERI//BUC’S’,,INTA,CRIADERO,3
Variedad,,BIOINTA 1004 ,Short,KVZ/ODK51/NKT,,INTA,CRIADERO,3
Variedad,,BIOINTA 1005  ,Short,WEEBILL1,,INTA,CRIADERO,3
Variedad,,BIOINTA 1006    ,Short,PGO//CROC_1/AE.SQ(224)/3/2*BORL95/4/BAV92/5/PASTOR,,INTA,CRIADERO,3
Variedad,,BIOINTA 1007     ,Short,CNDO/R143//ENTE/MEXI-2/3/...,,INTA,CRIADERO,3
Variedad,,BIOINTA 2000 ,Intermediate,S948.A1/CNO*4//HUAC/3/VTI/LPI,,INTA,CRIADERO,3
Variedad,,BIOINTA 2002 ,Intermediate,BPON/CCTP-F7-7792-122(87),,INTA,CRIADERO,3
Variedad,,BIOINTA 2003  ,Intermediate,PIOAS/PPAI,,INTA,CRIADERO,3
Variedad,,BIOINTA 2004  ,Intermediate,PPTAL*4/PVN t,,INTA,CRIADERO,3
Variedad,,BIOINTA 2005  ,Intermediate,YUCA I/ND610//AMSEL/3/TEMU196-74/FKN//TH/II-54-46,,INTA,CRIADERO,3
Variedad,,BIOINTA 2006 ,Intermediate,PI/SNB’S’//MN72131/KLCH/3/KLCQUE,,INTA,CRIADERO,3
Variedad,,BIOINTA 2007       ,Intermediate,VORONA//PRL/VEE#6/3/PASTOR,,INTA,CRIADERO,3
Variedad,,BIOINTA 3000 ,Long,PROAS/4/KLAT/MJI//VI/3/PSN’S’/BOW’S’,,INTA,CRIADERO,3
Variedad,,BIOINTA 3002   ,Long,PROAS/BPON,,INTA,CRIADERO,3
Variedad,,BIOINTA 3003  ,Long,KARL*2//PI35520/PI265008,,INTA,CRIADERO,3
Variedad,,BIOINTA 3004 ,Long,PPAI/B16692,,INTA,CRIADERO,3
Variedad,,BIOINTA 3005       ,Long,OK81306/STAR,,INTA,CRIADERO,3
Variedad,,BIOINTA 3006  ,Long,BAG10/T00082 ,,INTA,CRIADERO,3
Variedad,,BIOINTA 3007 BB ,Long,55_1744/7C//SU/RDL/3/CROW/4/MILAN/5/PGO//CHEN/AE.SQ(224)/3/WEAVER,,INTA,CRIADERO,3
Variedad,,BIOINTA 3008                    ,Long,BAG10/T00082 ,,INTA,CRIADERO,3
Variedad,,BIOINTA B.2001,Intermediate,BPON/BONPER                           ,,INTA,CRIADERO,3
Variedad,,BIOINTA B.3001      ,Long,PROAS/BONRED,,INTA,CRIADERO,3
Variedad,,BONAERENSE CALÉN,Intermediate,Pedigri Cerrado,,INTA,PM-2012 - 1079,3
Variedad,,BONAERENSE CANAÍ,Intermediate,Pedigri Cerrado,,INTA,PM-2012 - 1080,3
Variedad,,BRASIL,Short,KLIM//D6301/NAI60/3/EMU\'S\'/4/BPLQ,,BUCK,CRIADERO,3
Variedad,,CALDEN,Intermediate,Pedigri Cerrado,,SURSEM,CRIADERO,3
Variedad,,CAMBIUM,Short,Pedigri Cerrado,Pedigri Cerrado,DON MARIO,CRIADERO,3
Variedad,,CEDRO,Long,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,CEIBO,Short,Pedigri Cerrado,,ACA,CRIADERO,3
Variedad,,CHAJÁ,Short,NINJING/3/BUC\'S\'//H697/DKBL,,KLEIN,CRIADERO,3
Variedad,,CHARRÚA,Long,RAF/KLPET//KLREN/3/KLIM//RAF/KLPET/4/LOV/5/RAF/KLPET//KLREN/3/KLIM//RAF/KLPET,,BUCK,CRIADERO,3
Variedad,,CIPRES,Long,FD0010/SOISSON,,ACA,CRIADERO,3
Variedad,,COPETONA,Intermediate,Pedigri Cerrado,,,PM-2012 - 1085,3
Variedad,,CRISTALDO,Short,Pedigri Cerrado,Pedigri Cerrado,MONSANTO,CRIADERO,3
Variedad,,CRONOX                ,Short,PF9099/OR-1//GRANITO                   ,,DON MARIO,CRIADERO,3
Variedad,,DM1114T,Short,Pedigri Cerrado,,DON MARIO,CRIADERO,3
Variedad,,ELITE,Short,CHIL\'S\'/BUC\'S\'                         ,,INTA,CRIADERO,3
Variedad,,ESMERALDA,Long,CDEU/BONQUI,,BUCK,CRIADERO,3
Variedad,,EXP.2,Intermediate,,,INTA,CRIADERO,3
Variedad,,EXP.NIDERA,Short,Pedigri Cerrado,,NIDERA,CRIADERO,3
Variedad,,FACÓN,Short,STN\'S\'/3/CHUR\'S\'/HUI\'S\'//POC\'S\'/4/MO\'S\',,INTA,CRIADERO,3
Variedad,,FLAMENCO,Long,KLESCO/CEP24(F1)//ACA223,,KLEIN,CRIADERO,3
Variedad,,FLORIPAN 100,Short,Pedigri Cerrado,,AG SEED,CRIADERO,3
Variedad,,FLORIPAN 200,Intermediate,Pedigri Cerrado,,AG SEED,CRIADERO,3
Variedad,,FLORIPAN 300,Long,Pedigri Cerrado,,AG SEED,CRIADERO,3
Variedad,,FRANCESA,Intermediate,Pedigri Cerrado,,FRANCIA,PM-2012 - 1081,3
Variedad,,FRANJA 9,Long,Pedigri Cerrado,Pedigri Cerrado,AGRISEED,CRIADERO,3
Variedad,,FUSTE,Short,Pedigri Cerrado,Pedigri Cerrado,DON MARIO,CRIADERO,3
Variedad,,GARDELL,Long,Pedigri Cerrado,Pedigri Cerrado,MERCOSEED,CRIADERO,3
Variedad,,GLUTINO,Short,Pedigri Cerrado,,BUCK,CRIADERO,3
Variedad,,GRACIELA INTA,Intermediate,Pedigri Cerrado,,INTA,PM-2012 - 1086,3
Variedad,,GRANATE,Long,,Pedigri Cerrado,BUCK,CRIADERO,3
Variedad,,GUAPO,Long,BCHA//BPAT/CRCO,,BUCK,CRIADERO,3
Variedad,,GUAZÚ,Long,JUP73/ZP//COC F75/3/ALDAN\'S\'           ,,INTA,CRIADERO,3
Variedad,,GUERRERO,Long,GAA//PRL/VEE#6/3/KLORN/CAR853/COC//VEE,,KLEIN,CRIADERO,3
Variedad,,J11208,Long,BI1005/KLPRT//BAGP11,AIT:29737-J106-J1-J1-J0,INTA,PM-2012 - 41,3
Variedad,,J11650,Long,R04003/BI1002//CRNX,AIT:29781-J201-J1-J1-J0,INTA,PM-2012 - 63,3
Variedad,,J11671,Long,R04003/BI1002//CRNX,AIT:29781-J226-J1-J1-J0,INTA,PM-2012 - 64,3
Variedad,,J12024,Long,NOGAL/BI1002,AI:29946-J27-J1-J1-J0,INTA,PM-2012 - 71,3
Variedad,,J12025,Long,NOGAL/BI1002,AI:29946-J28-J1-J1-J0,INTA,PM-2012 - 72,3
Variedad,,J12026,Long,NOGAL/BI1002,AI:29946-J32-J1-J1-J0,INTA,PM-2012 - 73,3
Variedad,,J12027,Long,NOGAL/BI1002,AI:29946-J36-J1-J1-J0,INTA,PM-2012 - 74,3
Variedad,,J12028,Long,NOGAL/BI1002,AI:29946-J42-J1-J1-J0,INTA,PM-2012 - 75,3
Variedad,,J12029,Long,NOGAL/BI1002,AI:29946-J43-J1-J1-J0,INTA,PM-2012 - 76,3
Variedad,,J12030,Long,NOGAL/BI1002,AI:29946-J47-J1-J1-J0,INTA,PM-2012 - 77,3
Variedad,,J12039,Long,NOGAL/BI1002,AI:29946-J79-J1-J1-J0,INTA,PM-2012 - 86,3
Variedad,,J12042,Long,BI1005/BAG11,AI:30086-J83-J1-J1-J0,INTA,PM-2012 - 89,3
Variedad,,J12043,Long,BI1005/BAG11,AI:30086-J100-J1-J1-J0,INTA,PM-2012 - 90,3
Variedad,,J12045,Long,BI2002/P04473//NOGAL,AI:30364-J9-J1-J1-J0,INTA,PM-2012 - 92,3
Variedad,,J12046,Long,BI2002/P04473//NOGAL,AI:30364-J10-J1-J1-J0,INTA,PM-2012 - 93,3
Variedad,,J12047,Long,BI2002/P04473//NOGAL,AI:30364-J27-J1-J1-J0,INTA,PM-2012 - 94,3
Variedad,,J12048,Long,BI2002/P04473//NOGAL,AI:30364-J33-J1-J1-J0,INTA,PM-2012 - 95,3
Variedad,,J12049,Long,BI2002/P04473//NOGAL,AI:30364-J36-J1-J1-J0,INTA,PM-2012 - 96,3
Variedad,,J12050,Long,BI2002/P04473//NOGAL,AI:30364-J55-J1-J1-J0,INTA,PM-2012 - 97,3
Variedad,,J12051,Long,BI2002/P04473//NOGAL,AI:30364-J62-J1-J1-J0,INTA,PM-2012 - 98,3
Variedad,,J12052,Long,BI2002/P04473//NOGAL,AI:30364-J93-J1-J1-J0,INTA,PM-2012 - 99,3
Variedad,,J12053,Long,BI2002/P04473//NOGAL,AI:30364-J94-J1-J1-J0,INTA,PM-2012 - 100,3
Variedad,,J12054,Long,ARCHE/CRNX//BI1002,AI:30481-J1-J1-J1-J0,INTA,PM-2012 - 101,3
Variedad,,J12056,Long,ARCHE/CRNX//BI1002,AI:30481-J5-J1-J1-J0,INTA,PM-2012 - 103,3
Variedad,,J12057,Long,ARCHE/CRNX//BI1002,AI:30481-J17-J1-J1-J0,INTA,PM-2012 - 104,3
Variedad,,J12058,Long,ARCHE/CRNX//BI1002,AI:30481-J19-J1-J1-J0,INTA,PM-2012 - 105,3
Variedad,,J12059,Long,ARCHE/CRNX//BI1002,AI:30481-J27-J1-J1-J0,INTA,PM-2012 - 106,3
Variedad,,J12060,Long,ARCHE/CRNX//BI1002,AI:30481-J30-J1-J1-J0,INTA,PM-2012 - 107,3
Variedad,,J12061,Long,ARCHE/CRNX//BI1002,AI:30481-J46-J1-J1-J0,INTA,PM-2012 - 108,3
Variedad,,J12216,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J54-J1-J1-J0,INTA,PM-2012 - 459,3
Variedad,,J12217,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J57-J1-J1-J0,INTA,PM-2012 - 460,3
Variedad,,J12218,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J61-J1-J1-J0,INTA,PM-2012 - 461,3
Variedad,,J12219,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J72-J1-J1-J0,INTA,PM-2012 - 462,3
Variedad,,J12220,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J79-J1-J1-J0,INTA,PM-2012 - 463,3
Variedad,,J12222,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J82-J1-J1-J0,INTA,PM-2012 - 465,3
Variedad,,J12223,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J84-J1-J1-J0,INTA,PM-2012 - 466,3
Variedad,,J12224,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J91-J1-J1-J0,INTA,PM-2012 - 467,3
Variedad,,J12225,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J94-J1-J1-J0,INTA,PM-2012 - 468,3
Variedad,,J12226,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J95-J1-J1-J0,INTA,PM-2012 - 469,3
Variedad,,J12227,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J109-J1-J1-J0,INTA,PM-2012 - 470,3
Variedad,,J12228,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J110-J1-J1-J0,INTA,PM-2012 - 471,3
Variedad,,J12229,Intermediate,ARCHE/CRNX//BI1002,AI:30481-J114-J1-J1-J0,INTA,PM-2012 - 472,3
Variedad,,J12230,Intermediate,SOISSON/T00115//BI1002,AIT:30486-J1-J1-J1-J0,INTA,PM-2012 - 473,3
Variedad,,J12231,Intermediate,SOISSON/T00115//BI1002,AIT:30486-J7-J1-J1-J0,INTA,PM-2012 - 474,3
Variedad,,J12233,Intermediate,SOISSON/T00115//BI1002,AIT:30486-J14-J1-J1-J0,INTA,PM-2012 - 476,3
Variedad,,J12234,Intermediate,SOISSON/T00115//BI1002,AIT:30486-J17-J1-J1-J0,INTA,PM-2012 - 477,3
Variedad,,J13403,Long,BI1002/BI1003//P04695,AIT:30349-0J-0J-4J-7J,INTA,CRIADERO,3
Variedad,,J13410,Long,P04573/R04004,AI:29391-6J-0J-0J-2J-2J,INTA,CRIADERO,3
Variedad,,J13413,Long,BI1002/PIGAU//BI2002,AIT:29622-2J-0J-0J-2J-2J,INTA,CRIADERO,3
Variedad,,J13415,Long,BI1002/R04004//BBIG,AIT:29625-7J-0J-0J-2J-3J,INTA,CRIADERO,3
Variedad,,J13417,Long,BI2002/ACA303//BAGP11,AIT:29628-11J-0J-0J-3J-4J,INTA,CRIADERO,3
Variedad,,J13421,Long,JN03013/PIGAU//R04003,AIT:29715-5J-0J-0J-3J-2J,INTA,CRIADERO,3
Variedad,,J13424,Long,J03004/BI1000//R04004,AIT:29684-6J-0J-0J-2J-2J,INTA,CRIADERO,3
Variedad,,J13425,Long,BBIG/R04004,AI:29328-4J-5J-0J-0J-3J,INTA,CRIADERO,3
Variedad,,J14017,Long,BI1006/SY100,AI:32274-J46-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14018,Long,BI1006/SY100,AI:32274-J66-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14019,Long,BI1006/SY100,AI:32274-J87-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14020,Long,BI1005/SY300,AI:32270-J18-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14021,Long,BI3008/BI2004,AI:33531-J2-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14022,Long,BI3008/BI2004,AI:33531-J14-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14023,Long,BI3008/BI2004,AI:33531-J19-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14024,Long,BI3008/BI2004,AI:33531-J23-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14025,Long,BI3008/BI2004,AI:33531-J24-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14026,Long,BI3008/BI2004,AI:33531-J27-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14027,Long,BI3008/BI2004,AI:33531-J36-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14028,Long,BI3008/BI2004,AI:33531-J43-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14029,Long,BI3008/BI2004,AI:33531-J46-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14030,Long,BI3008/BI2004,AI:33531-J53-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14031,Long,BI3008/BI2004,AI:33531-J67-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14032,Long,BI3008/BI2004,AI:33531-J70-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14033,Long,BI3008/BI2004,AI:33531-J72-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14034,Long,BI3008/BI2004,AI:33531-J74-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14035,Long,BI3008/BI2004,AI:33531-J78-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14036,Long,BI3008/BI2004,AI:33531-J79-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14037,Long,BI3008/BI2004,AI:33531-J81-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14038,Long,BI3008/BI2004,AI:33531-J83-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14039,Long,BI3008/BI2004,AI:33531-J88-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14040,Long,BI3008/BI2004,AI:33531-J89-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14041,Long,BI3008/BI2004,AI:33531-J98-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14042,Long,BI3008/BI2004,AI:33531-J101-J1-J1 -J0  ,INTA,CRIADERO,3
Variedad,,J14043,Long,BI3008/BI2004,AI:33531-J102-J1-J1 -J0  ,INTA,CRIADERO,3
